ds_holidays,holiday,ds,country,code,country_official_name,lower_window,upper_window,prior_scale,source
2021-11-01,Svi sveti,2021-11-08,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-18,Dan sjećanja,2021-11-25,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Božić,2022-01-01,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Sveti Stjepan,2022-01-02,Croatia,HR,Republic of Croatia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-15,Nemzeti ünnep,2020-03-22,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Nagypéntek,2020-04-17,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Húsvét,2020-04-19,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Húsvét Hétfő,2020-04-20,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-31,Pünkösd,2020-06-07,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,Pünkösdhétfő,2020-06-08,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,A Munka ünnepe,2020-05-08,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-20,Az államalapítás ünnepe,2020-08-27,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-21,Az államalapítás ünnepe utáni pihenőnap,2020-08-28,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-23,Nemzeti ünnep,2020-10-30,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-01,Mindenszentek,2020-11-08,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-24,Szenteste,2020-12-31,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Karácsony,2021-01-01,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Karácsony másnapja,2021-01-02,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Újév,2021-01-08,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-15,Nemzeti ünnep,2021-03-22,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Nagypéntek,2021-04-09,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Húsvét,2021-04-11,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Húsvét Hétfő,2021-04-12,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-23,Pünkösd,2021-05-30,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-24,Pünkösdhétfő,2021-05-31,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,A Munka ünnepe,2021-05-08,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-20,Az államalapítás ünnepe,2021-08-27,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-23,Nemzeti ünnep,2021-10-30,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-01,Mindenszentek,2021-11-08,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-24,Szenteste,2021-12-31,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Karácsony,2022-01-01,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Karácsony másnapja,2022-01-02,Hungary,HU,Hungary,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-25,Chinese New Year,2020-02-01,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-22,Ascension of the Prophet,2020-03-29,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Labor Day,2020-05-08,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-21,Ascension of Jesus,2020-05-28,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-07,Buddha's Birthday,2020-05-14,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,Pancasila Day,2020-06-08,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-25,Eid al-Fitr,2020-06-01,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-17,Independence Day,2020-08-24,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-20,Islamic New Year,2020-08-27,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-29,Birth of the Prophet,2020-11-05,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas,2021-01-01,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-12,Chinese New Year,2021-02-19,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-11,Ascension of the Prophet,2021-03-18,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Labor Day,2021-05-08,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Ascension of Jesus,2021-05-20,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-26,Buddha's Birthday,2021-06-02,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-01,Pancasila Day,2021-06-08,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-14,Eid al-Fitr,2021-05-21,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-17,Independence Day,2021-08-24,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-20,Feast of the Sacrifice,2021-07-27,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-10,Islamic New Year,2021-08-17,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-19,Birth of the Prophet,2021-10-26,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas,2022-01-01,Indonesia,ID,Republic of Indonesia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-17,St. Patrick's Day,2020-03-24,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Easter Monday,2020-04-20,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-04,May Day,2020-05-11,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,June Bank Holiday,2020-06-08,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-03,Summer Bank Holiday,2020-08-10,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-26,October Bank Holiday,2020-11-02,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas Day,2021-01-01,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Boxing Day,2021-01-02,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-28,Boxing Day (Observed),2021-01-04,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-17,St. Patrick's Day,2021-03-24,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Easter Monday,2021-04-12,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-03,May Day,2021-05-10,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-07,June Bank Holiday,2021-06-14,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-02,Summer Bank Holiday,2021-08-09,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-25,October Bank Holiday,2021-11-01,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas Day,2022-01-01,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-27,Christmas Day (Observed),2022-01-03,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Boxing Day,2022-01-02,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-28,Boxing Day (Observed),2022-01-04,Ireland,IE,Ireland,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-08,Passover I - Eve,2020-04-15,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-09,Passover I,2020-04-16,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Passover - Chol HaMoed,2020-04-17,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-11,Passover - Chol HaMoed,2020-04-18,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Passover - Chol HaMoed,2020-04-19,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Passover - Chol HaMoed,2020-04-20,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-14,Passover VII - Eve,2020-04-21,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-15,Passover VII,2020-04-22,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-28,Memorial Day,2020-05-05,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-29,Independence Day,2020-05-06,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-12,Lag B'Omer,2020-05-19,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-28,Shavuot - Eve,2020-06-04,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-29,Shavuot,2020-06-05,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-18,Rosh Hashanah - Eve,2020-09-25,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-19,Rosh Hashanah,2020-09-26,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-20,Rosh Hashanah,2020-09-27,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-27,Yom Kippur - Eve,2020-10-04,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-28,Yom Kippur,2020-10-05,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-02,Sukkot I - Eve,2020-10-09,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-03,Sukkot I,2020-10-10,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-04,Sukkot - Chol HaMoed,2020-10-11,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-05,Sukkot - Chol HaMoed,2020-10-12,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-06,Sukkot - Chol HaMoed,2020-10-13,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-07,Sukkot - Chol HaMoed,2020-10-14,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-08,Sukkot - Chol HaMoed,2020-10-15,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-09,Sukkot VII - Eve,2020-10-16,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-10,Sukkot VII,2020-10-17,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-11,Hanukkah,2020-12-18,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-12,Hanukkah,2020-12-19,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-13,Hanukkah,2020-12-20,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-14,Hanukkah,2020-12-21,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-15,Hanukkah,2020-12-22,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-16,Hanukkah,2020-12-23,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-17,Hanukkah,2020-12-24,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-18,Hanukkah,2020-12-25,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-10,Purim,2020-03-17,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-09,Purim - Eve,2020-03-16,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-11,Shushan Purim,2020-03-18,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-27,Passover I - Eve,2021-04-03,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-28,Passover I,2021-04-04,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-29,Passover - Chol HaMoed,2021-04-05,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-30,Passover - Chol HaMoed,2021-04-06,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-31,Passover - Chol HaMoed,2021-04-07,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-01,Passover - Chol HaMoed,2021-04-08,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Passover VII - Eve,2021-04-09,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-03,Passover VII,2021-04-10,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-16,Memorial Day,2021-04-23,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-14,Memorial Day (Observed),2021-04-21,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-17,Independence Day,2021-04-24,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-15,Independence Day (Observed),2021-04-22,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-30,Lag B'Omer,2021-05-07,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-16,Shavuot - Eve,2021-05-23,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-17,Shavuot,2021-05-24,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-06,Rosh Hashanah - Eve,2021-09-13,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-07,Rosh Hashanah,2021-09-14,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-08,Rosh Hashanah,2021-09-15,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-15,Yom Kippur - Eve,2021-09-22,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-16,Yom Kippur,2021-09-23,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-20,Sukkot I - Eve,2021-09-27,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-21,Sukkot I,2021-09-28,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-22,Sukkot - Chol HaMoed,2021-09-29,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-23,Sukkot - Chol HaMoed,2021-09-30,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-24,Sukkot - Chol HaMoed,2021-10-01,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-25,Sukkot - Chol HaMoed,2021-10-02,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-26,Sukkot - Chol HaMoed,2021-10-03,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-27,Sukkot VII - Eve,2021-10-04,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-28,Sukkot VII,2021-10-05,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-29,Hanukkah,2021-12-06,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-30,Hanukkah,2021-12-07,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-01,Hanukkah,2021-12-08,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-02,Hanukkah,2021-12-09,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-03,Hanukkah,2021-12-10,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-04,Hanukkah,2021-12-11,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-05,Hanukkah,2021-12-12,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-06,Hanukkah,2021-12-13,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-26,Purim,2021-03-05,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-25,Purim - Eve,2021-03-04,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-27,Shushan Purim,2021-03-06,Israel,IL,State of Israel,-3,3,10,https://github.com/dr-prodigy/python-holidays
